art,t,bpm,s
Mindless Self Indulgence,3 S',190,1662479
Perfume,Nee (Short Ver.),128,1219911
LiSA,crossing field (TV Size),179,1349638
Maduk,Go (feat. Lachi) (Cut Ver.),174,1675558
KELUN,SIGNAL (TV Size),190,19594
KOTOKO,Sociometry (TV Size),142,12735
miraie,peace,179.9,1609692
44teru-k,F.I,180,47664
Iino Miko (CV: Tomita Miyu),Othello,160,1196197
Haduki Nano,hope,130,809313
MAN WITH A MISSION,Merry-Go-Round (TV Size),120,1503987
Mizuki Nana,Eternal Blaze (TV Size),155,8435
07th Expansion,Dread of the grave -More fear-,156,29394
Orangestar,Nijigen no Onnanoko ni Koi o Shite Shimatte Tsurai...w,97,1054381
Vaundy,Koikaze ni Nosete,118,2083279
Dj Layla + Sianna,If Love Is An Illusion,115,1923862
hitorie,Boatman,125,1903334
Mako,Breathe,122,1611358
Meramipop,Wind Climbing ~Kaze ni Asobarete~,110,33008
Justin Bieber ft. Ludacris,Baby,130.01,14278
ZAQ,Caste Room,156,1340038
Hibiki Sakura (CV: Fairouz Ai) & Naruzo Machio (CV: Ishikawa Kaito),Onegai Muscle (TV Size),132,1663114
boa,Duvet (TV Size),93.14,1537881
Mindless Self Indulgence,Stupid MF,152,14868
Duca,Natsukoi,184,517037
System Of A Down,Soldier Side - Intro,65,321200
XX:me,Darling (TV Size),173,1020360
ELISA,Euphoric Field (TV Size),150,22551
All Levels at Once,Changeling,130,68169
Exile,Indestructible,105,10104
"Hondo Kaede, Tomita Miyu, Naganawa Maria, Seto Asami, Asai Ayaka",Dai Dai Dai Dai Daisuki na Kimi e <3 (TV Size),192,2076659
Yuizuki Sora,"Koi, Hitokuchi.",190,1045588
Nana Kitade,Tsukihana (TV Size),101.97,8183
Nishino Kana,Missing You,98,61870
Sataka Ryohei feat. Aitsuki Nakuru,Killer neuron,190,1781376
nekodex,Little Drummer Girl,140,1320298
ReeK,Galaxy Collision,200,1719293
Camellia,"FLYING OUT TO THE SKY (covered by Nanahira, moimoi, Nana Takahashi)",244,1976818
Celldweller,So Long Sentiment (Metal Remix),180,43415
OctagonCollaboration,8 Sides of Nico Nico Douga,182.5,173650
sakuzyo,Imprinting,175,290951
Aimer,SPARK-AGAIN (TV Size),180,1207597
Feint,Laurence,174,1988617
The Chainsmokers & Coldplay,Something Just Like This,103,765635
CHiCO with HoneyWorks,Pride Kakumei (TV Size),185,1208597
Necry Talkie,Fuzaketenaize (TV Size),150,1533272
sakuzyo feat. Hatsune Miku,ChaiN De/structioN,180,49071
Primary,Sweets Weekend,180,878348
Demetori,Genshi no Yoru ~ Ghostly Eyes,176,376837
XX:me,escape (TV Size),206,782869
Lia,Kokoro ni Todoku Uta,180,26549
Maaya Sakamoto,CLEAR,165,718586
livetune feat.Hatsune Miku,"Last Night, Good Night",84,138554
Yamanote Line,Yamanoted heaven [Yamanote Line x Second_heaven],148.95,176702
Barbarian On The Groove feat. Kahina,Dream Catcher,192,37004
Gunther,Songs Compilation,132,509075
petit milady,360-Do Hoshi no Orchestra (TV Size),172,843722
Lauren Bousfield,Avalon Sliding Down The Cliff,91.25,218273
Katakiri Rekka & Suzuyu,Girl meets Love,185,1175182
Shika-bu,Shikairo Days (TV Size),183,2208028
Sakuzyo,Vallista,180,1368958
Miyuki Hashimoto,Mugen Mirai,161,756685
Mikhail Krug,Vladimirskiy tsentral,131.65,1925346
Xi,Rapidity is a justice,185,10889
CraftP,Tatakai no Doutei,140,807942
Kugimiya Rie. Horie Yui. Kitamura Eri,Orange (GoldenWolf Edit),140,747535
ZUN,Shunshun Shuugetsu ~ Mooned Insect,155,155051
Harumaki Gohan feat. Hatsune Miku,Yakusoku (Cut Ver.),136,1266328
Roselia,Six Trillion Years and Overnight Story,186,790060
AKIRA,Aoki Tsuki Michite -TV Size Ver.-,102,215137
Kanemoto Hisako,I-KA-A-I-SU Tabena I KA?,140,37052
Lil Deuce Deuce,I Like Trains,185,40322
Ginsaku,Iroha Uta,172,48801
Aoyama Misao,Kimi no WIND SONG,134,48596
steelix,thats my rule,72,1900471
sakuzyo feat. Nikki Simmons,Destr0yer [Afterwar],180,958711
G-DRAGON,CROOKED,130,607613
fripSide,Hesitation Snow,135,53925
Silentroom,Protoflicker,140,1016347
EMILIA (CV: Takahashi Rie),Stay Alive (Jun Kuroda Bootleg Remix),174,671597
Lucian Piane,Legs,123,522808
t+pazolite,Oshama Scramble! (IOException Edit),190,1376308
=NeutraL=,"Sakura, Sakura ~ Japanize Dream...",143,14657
Ray,secret arms,137,331946
Chata,Kimi no Tonari de Koi ga Shitai! -Half chorus Ver-,138,242777
KANON NAKAGAWA starring Nao Toyama,Summer Boy,150,270797
SCANDAL,Platform Syndrome,210,741975
NoB,Tensou Sentai Goseiger,184,154305
Ken Ashcorp,A song I made one fine morning about cucking my friend Jarv's waifu,92,522776
Nishimori Yusa(CV.Uchida Maaya),Rakuen made,152,336241
Beabadoobee,the perfect pair,146,1835580
ELISA,Dear My Friend -Mada Minu Mirai e- (TV Size),129,1083684
Buono!,Kokoro no Tamago,128,2482
ZAQ,Serendipity,173,528754
Harada Hitomi,The Brave Under The Summer Sky.,135,216934
Rita,Blue on Blue,128,202925
Emilia (CV: Rie Takahashi),Stay Alive (TV Size),70,1446737
Aqours,Aozora Jumping Heart,200,476956
nao feat. isui,Summer Lights,196,1928441
GReeNOX,The Less They Know (Instrumental ver.),160,30633
Uzuki Shimamura (CV: Ayaka Ohashi),Kira! Mankai Smile (Cut Ver.),165,1636539
Chimame-tai,Teku Teku Marching March,225,881997
Marmalade butcher,Amanita,194,1473778
NateWantsToBattle,GO CRY GO,202,1942404
PUP,Scorpion Hill,291,1161281
Butch Hartman and Ron Jones,The Fairly OddParents,195.15,27948
M.I.A,Paper Planes,172,6587
Sakakibara Yui,share the thoughts (OP size),165,149651
THE ORAL CIGARETTES,Miss Tail (Cut Ver.),180,1274975
Blaster & Extra Terra,Spacecraft,175,712901
Nakasu Kasumi (CV: Sagara Mayu),Diamond,175,901878
Marina & the Diamonds,Bubblegum Bitch,158,51691
IU,Good Day,128,45404
Yuria,You (TV Size),130,14034
Suara,Amakakeru Hoshi (TV Size),220,1234620
i.o,Aoiro Step (Short Ver.),215,1038891
DJ TOTTO,glacia,186,347170
Petit Rabbit's with beans,Sekai ga Cafe ni Nacchatta!,158,694026
THE ORAL CIGARETTES,Daikirai,180,1026283
MIMI,Shijima ni Saku,176,1159718
bibuko,Sorairo Gahou,250,106010
Ling tosite sigure,KIMITOOKU,150,458931
Radiohead,Bodysnatchers,167.36,3080
M2U,Magnolia (feat. Guriri),160,610967
Sewerslvt,Yandere Complex,186,1412956
Hayami Saori,Sono Koe ga Chizu ni Naru (TV EDIT),161,395252
Yasuda Rei,Mirror,127,649225
DIALOGUE+,Jinsei Easy?,138,1507979
Islet feat. Isui,Hakujitsumu,144,1913515
CHiCO with HoneyWorks,Otome-domo yo. (TV Size),172,1468854
CHOPSTICKS BRO.,Xiao Ping Guo,125,186048
Unlucky Morpheus,Angreifer,220,1515823
BlackYooh vs. siromaru,BLACK or WHITE?,185,628101
Casandra,Junpaku*study time,172,1387327
Ne Obliviscaris,Libera,215,755311
Black Crown Initiate,Belie The Machine,235,1127009
sphere,Non stop road (TV Size),175,57139
FELT,Songs Compilation,160,694107
a_hisa,Anhedonia,180,90784
paraoka,L9,126,2227702
CLIFF EDGE,The Distance feat. Nakamura Maiko,117,494625
Tech N9ne,Worldwide Choppers,130,137377
Endorfin.,Esora,167,1857720
Ishihara Kaori,Plastic Smile,167,2039642
kessoku band,Boku to Sangenshoku,154,2232067
kessoku band,Hikari no Naka e,191,2184857
Ceui,Haruoto*Veil,180,1045823
Sariyajin,Ao no Senritsu,196.05,124500
Apocalyptica,Reign of Fear,182,347136
Daria Zawialow,Hej Hej!,138,2084749
Metrik,Freefall VIP (feat. Reija Lee),174,749003
Ayalis,Ai o Chikaishi Hime Kazari,210,506155
Sano Hiroaki feat. Tatsumi Megumi,Tsubomi (Long Version),184,1596206
Nomizu Iori,Black + White (TV Size),192,75509
fripSide,piece of azure,90,1088728
YUZU,Hyouri Ittai,160,347357
Various Artists,Soshite Minna no (TV Size),209,2074446
Exyl,Ping! 2,120,1688877
Kageyama Hironobu,GET THE WORLD,173.94,308733
LiSA,Shirushi,73,867581
Suzuyu,White Eternity -special feat. Suzuyu-,178,771615
Venetian Snares,Integraation,200,280089
senya,Tokuiten no Kaibutsuteki Kanjou,156,370545
Konami,Goemon's Great Adventure,157.56,4633
The ROOTLESS,One day (TV Size),89,851838
WALKUERE,Ikenai Borderline,161,1866176
Hanatan,Gingaroku,98,1003562
Infected Mushroom,Spitfire,138,725851
mary,Alice in Reitouko,176,1282289
An,Xhroria,200,82258
Qrispy Joybox feat.Sana,Twinkle Wonderland,188,78858
SawanoHiroyuki[nZk]:mizuki,aLIEz,99,982099
CROW'SCLAW,Possession,186,17558
Rameses B,We Are One (feat. Veela),175,522920
RADWIMPS,Yume Tourou,178,936827
Steppenwolf,Born To Be Wild,145,592205
"HoneyWorks feat. Narumi Sena x Narumi Mona (CV: Amamiya Sora, Natsukawa Shiina)",Yume Fanfare (TV Size),190,1792876
Manami Numakura,Sakebe,195,550344
Kawada Mami,Wings of Courage -Sora o Koete-,160,279701
Lia,Light colors,131,7124
Wolpis Carter,Batsubyou,140,1594556
TUYU,Chuuken Hachi,80,1510434
LiSA,Hi FiVE! (Cut Ver.),178,550137
"Karen Aoki, Daisuke Hasegawa",Great Days (TV Size),170,1948714
Shimotsuki Haruka,Kaleidoscope,157,1644045
HoneyWorks,Watashi no Tenshi feat. Narumi Sena (CV: Amamiya Sora) (Cut Ver.),168,1937650
Expander,Honey Trap,160,1403412
Ray,km/h (TV Size),185,1093625
Camellia,flying in the flow of deep-sea,166,347556
GRANRODEO,ROSE HIP-BULLET (TV Size),210,2189807
Mili,Vitamins feat. world's end girlfriend,191,1911093
Nanamori-chu * Goraku-bu,My Pace de Ikimashou (TV Size),190,33154
Fukunaga Yoru,"Hitohira no, Daisuki o,",200,1605284
Two Steps From Hell,Norwegian Pirate,157,861339
RSP,Sakura ~Anata ni Deaete Yokatta~,160,2000371
Laura Brehm & Evoke,Future Holds,85,344391
saya,The Girls Are Alright! (TV Size),168,895173
ONE OK ROCK,Jaded (feat. Alex Gaskarth) (Cut Ver.),162,1386178
Stan SB,Stratosphere,175,1111534
yuikonnu,Chikyuu Saigo no Kokuhaku o,190,208765
Streetlight Manifesto,Ungrateful,155,436968
SOUND HOLIC,The Party We Have Never Seen,128,1212232
Twin-Tails,Twintail Dreamer! (TV Size),198,1376604
Empty Peperoncino,End Roll Empty Peperoncino ver. (Cut Ver.),185,1361717
Sheryfa Luna,Il avait les mots (Cut Ver.),172,2148100
whiteeeen,Ano Koro ~Jin Jin Bao Zhe Ni~ (zerokoi ver.),84,607798
Marie,Rocket Love Panic! (Short Ver.),166,39520
Kajiura Yuki,When Two Powers Collide,95,11864
Rita,Alice in Blue,186,512286
Yuna (CV: Kanda Sayaka),longing,150,1379105
supercell feat. Hatsune Miku,World is Mine,165,1320333
M2U,Marigold (feat. Guriri),160,595496
"""Weird Al"" Yankovic",Polka Face,165,1229428
JKT48,Ponytail dan Shu-Shu,160,2013441
GRANRODEO,Can Do (TV Size),200,2055534
Helblinde,Grief & Malice (Cut Ver.),200,1530096
CHiCO with HoneyWorks,Otome-domo yo. (TV Size),172,998403
ZAQ,Serendipity,173,526839
Todo Kohaku,Mela!,138,1269084
Aoba Ringo,Innocence,187,1178466
Seth Everman,"how to create the weeknd's ""blinding lights""",171,1226588
C.G mix,True Eyes,166,17386
Zektbach,"Blind Justice ~Torn souls, Hurt Faiths~",165,64252
Sakaue Nachi,Light travel distance RAYTO MIX,150,42575
CHiCO with HoneyWorks,Nostalgic Rainfall (TV Size),165,1221998
Triad Primus,Trancing Pulse,143,409958
HO-KAGO TEA TIME,Listen!! (TV Size),175.03,1416174
SoundTeMP,One Step Closer,128,874459
WangleLine,Doinkus,174,1951967
"BEMANI Sound Team ""DJ TOTTO feat. MarL""",Seiza ga Koi Shita Shunkan o.,186,1050599
ReoNa,Juvenile,172,1565832
The Prodigy,We Are The Ruffest,145,9538
Haru,Love Coloured Master Spark (Instrumental),171.23,7686
Tomatsu Haruka & Iguchi Yuka,Kiss(and)Love (TV Size),160,101616
Togoshi Magome,Yuusou naru Tatakai,190,60060
sasakure.UK x DECO*27,Snow Song Show feat. Hatsune Miku,138,2071776
ShinRa-Bansho,Charisma Rengoku Tenshin,137,1808183
sakuraburst,dragonlands,200,1009637
Infected Mushroom,Sa'eed,145,76461
fripSide,sister's noise (TV Size),144,87689
Hanatan,Uta ni Katachi wa Nai keredo,98,400208
STEREO DIVE FOUNDATION,Renegade,135,332101
TrySail,Gomakashi (TV Size),189,2115431
Momohara Natsuki (CV: Murakawa Rie),Natsuzora Yell (TV Size),170,814360
Shinra-Bansho,Kyoukyou no Fortunate Polka,168,904962
Yamamoto Mineko,Shiroi Sakura Saite (Cut Ver.),176,1243957
Nishino Kana,Clap Clap!!,163,102786
*NSYNC,Bye Bye Bye,86.28,1870582
KOTOKO,bumpy-Jumpy!,190,14201
Mimori Suzuko,Light for Knight,190,801337
Hata Motohiro,Toumei Datta Sekai (TV Size),168,1198915
Rise Against,The Violence,184,1106635
Camellia,Quaoar,174,829646
"Chito (CV: Minase Inori), Yuuri (CV: Kubo Yurika)","Ugoku, Ugoku (TV Size)",128,695826
KiraraQuintet,Torchlight ~Yume no Akari~,175,1270325
Tomatsu Haruka,Yume Sekai,81,1677784
yuiko,petit bonheur,180,627354
ROOKiEZ is PUNK'D,Complication (TV Size),138,1748408
Hamu,"Sora no Koe, Yousei no Shirabe",116,1473402
Sharlo,Hatsukoi no Ehon,190,332887
REOL,YoiYoi Kokon,150,509341
DiGiTAL WiNG,Paranoia (DiGiTAL WiNG 2018 LIVE MIX),150,2072915
Milky Holmes,Nazo! Nazo? Happiness!! (TV Size),170,42314
Shikiura.,Garandou no Nou ni Ai o Choudai,186.5,1791812
Portal,Still Alive,240,92
Shikata Akiko,Akatsuki,117.98,861819
SawanoHiroyuki[nZk]:Tielle,Cage,83,1070841
ASIAN KUNG-FU GENERATION,rewrite (TV Size),179,1971162
Toby Fox,Beginning,138,874091
Nishino Kana,Darling,160,1052774
Brian Tyler,Formula 1 Theme,100,1747832
BoA,Eien,160,14738
Fox Stevenson,All This Time,174,956634
underscores,Spoiled little brat,172,1518002
Tadokoro Azusa,Storyteller,194,856930
ChouCho,Asterism,152,532550
Cadence and The Penguin Band,Cool in the Cold (Cut Ver.),133,1293791
IU,Ah puh,121,1413047
3L,"Tiny Little Adiantum (deadman's ""Omae Wa Mou"" remix)",93,1013264
Natsume Itsuki,Cat Loving,163,1978274
Shirogane Miyuki (CV: Furukawa Makoto) & Fujiwara Chika (CV: Kohara Konomi),My Nonfiction (TV Size),155,1759891
BURNOUT SYNDROMES,Dream On!!,192,1168449
GIRLFRIEND,sky & blue (TV Size),157,1031196
Jake Kaufman,Arctic Justice (Frostbite Island),140,373347
KISIDA KYODAN & THE AKEBOSI ROCKETS,Rewriter,186,1930083
Hiroki Kikuta,Nuclear Fusion,156.62,11513
Toto,Stranger in Town,155.02,28395
nonet,Now On Stage!!,170,1549308
Dance Gavin Dance,Tree Village,176.1,703666
B0UNC3,ALIVE,150,17598
Shikai Yue,Telecaster B-boy,182,1363530
Armin Van Buuren ft. Adam Young,Youtopia,127,53002
Yakushi Ruri,la la for you,178,562600
NotShinta,Aha?,177,23058
The Gregory Brothers,Auto-Tune the News #5,184,8034
Amane,Melt in the Sky,140,11881
James Landino & Kabuki,Birdsong,165,972810
Lady Gaga,Just Dance feat. Colby O'Donis (Nightcore Mix),148.75,1729422
Nomiya Ayumi,Colors,160,9695
Ogura Yui,Kimiiro no Kiseki (TV Size),168,2161068
Misato Aki,Maple Love,170,50745
Amatsuki,Readymade,195,1756375
Shikata Akiko,TETHE'ALLA ~Tai no Kodomotachi~,230,956802
CIEL,Fukuiku no Machi,122,1734266
nachi,bellow,132,504315
Kitamura Eri,mirage an illusory hope,82.5,1207069
Yasaka Kanon (CV: Akabane Kyouko),Kimiiro,158,1925395
Neko Hacker,Shadows feat. Such,170,1767514
Toyosaki Aki,Cagayake! GIRLS (Full Ver.),170,12978
D-ne (CV: Aizawa Mai),Sarumane Isutori Game,205,1090804
Nakanoke no Itsutsugo,Sekaijuu Tatta Hitotsu (Game Ver.),170,2015117
DJ TOTTO,Windy Fairy,180,613726
Hanasaka Yui(CV:M.A.O),Harumachi Clover -blooming mix-,142,627085
Asaba Kanae,Endless Starlight ~Inochi no Kirameki~ (Full ver.),181,1061572
gingus,homeswitcher,187,1837538
himmeltengoku,saika in Another Style,135,657543
ZUN,U.N. Owen was her? (Christmas Remix),160,682929
M2U,Blythe,180,19874
Chiyoko,Baby Fantastic! (Short Ver.),180,1798516
Falcom Sound Team J.D.K.,D.A.Y.-BREAK,165,19255
Mewhan,Boku no Friend (TV Size),163,1455968
Hatsune Miku,Yokkyuu Fuman,175,16916
MAISONdes,"Yowanehaki feat. Wanuka, asmi",108,1599643
Hatsune Miku,Lost and Found,184,27482
D'Mite,Read a Book,75.2,1139
Clara Sofie & Rune RK,When time goes backwards (Boom Clap Bachelors Clubchill Remix),128,46594
sajou no hana,Gray (TV Size),96,1972407
Beyonce,Diva,146.21,6529
Morohoshi Sumire,Masshiro (TV Size),178,1056629
"Danny Jacob, Phineas and Ferb Cast",Atlantis (TV Size),113.2,1665761
ELFENSJoN,PHANTOM,219,1113775
Kanon Wakeshima,Kagami,131,50659
Chroma,"Destroy, Destroy, Destroy The Happy End",218,1730072
oukaitou,Princess,146,69781
Suzaku,VANESSA,185,1208907
Alstroemeria Records feat. ayame,SACRIFICE (Original Mix),180,1161525
AContrari,SEKS I KEKS Eleny Malishevoi (Hard Dubstep Edit),122,182331
seatrus,Stargaze Station,225,1585728
Doubutsu Biscuits,Happy Biscuit,178,1497782
HAG,Natsu no Arika,130,783234
DWMw,Shirayama Hime no Kami,160,1367344
Watanabe Saki (CV: Taneda Risa),Wareta Ringo (TV Size),120,993004
Avril Lavigne,Love It When You Hate Me (feat. blackbear),185,2042457
Ayane,Kamisama no Syndrome,102,1293728
ALTIMA,I'll believe (TV Size),142,56828
Shokk,You Reposted in the Wrong Neighborhood,104,527207
Miyake Haruka,night and cyder,115,1575016
DJ DOC,Run to you,132,764542
Woofle and Strife,Freedom Planet Theme,144,249587
Kon Natsumi,Niji no Kakera (TV Size),132,164893
Falcom Sound Team jdk,Ernst,225,45192
Megurine Luka,Double Lariat,138,7470
Yorushika,Amy,125,1191707
Franchouchou,Hikari e (TV Size),84.5,864558
Airi Suzuki,Heart wa Oteage (TV Size),157,1821917
Yoshitake Chihaya,Papepipu*Romantic (TV Size),156,1152445
Yoko Kanno feat. Origa,Inner Universe (TV Size),167,32189
Demetori,Ghostly Eyes,176,7940
sana,Miraizu,178,534780
Hanatan,Kitsune no Yomeiri,175,46070
Ayane,Shinjitsu e no Requiem,178,50833
Agata Kristi,"A my ne angely, paren'",144,25303
Will Stetson,First Storm -Japanese Version-,190,1210496
Mrs. GREEN APPLE,Shunshuu,130,1150391
Hillsong,One Way,148,1759
AAAA + yadrigg,"Sakase Natsuzora, Koi no Hana.",170,536572
yanaginagi,point at infinity,128,561751
Hikasa Youko,Utsukushiki Zankoku na Sekai (TV Size),85,989457
FELT,Closed Wings,181,937213
Takada Masafumi,Welcome DANGAN IsLand!!,175,1084533
Madeon,Shuriken,125,34595
"Uchida Maaya, Saito Chiwa, Ise Mariya, Koshimizu Ami",Kan Kan Nyan Nyan (TV Size),131,2172076
SEREBRO,NE NADO BOLNEE,128,736627
Yorushika,Makeinu ni Encore wa Iranai,190,1121135
My Chemical Romance,Boy Division,183,1899810
Kobasolo & Lefty Hand Cream,Takane no Hanako-san,138,743084
Yamazaki Moe,Kotodama Tsumugu Mirai,78,1400828
Bust a Groove,Flyin' To Your Soul,140,4617
BTS,FOR YOU,83,677630
Annabel,Small Worldrop (TV Size),138,100846
"Fujita Akane, Miyamoto Yume, Ozawa Ari",Precious You*,130,614195
Maayan,Yuuoumaishin,123,31246
Team dmp*,Happy Happy! Christmas,184,371895
CHiCO with HoneyWorks,Kessen Spirit (TV Size),188,1498771
WONDER*5,Churuchuu * Rock! (TV Size),160,43756
Type-Moon,Severe Person,161.5,15776
Feryquitous feat. Aitsuki Nakuru,Fake,210,1559330
Jo Sung Mo,Baramui Norae,57.33,519665
Zebrahead,His World,200,14681
FELT,ALONE,167,1033176
Cocteau Twins,Frou-frou foxes in midsummer fires,80.02,2066875
Saki & Rie fu,You & Me,128,456922
"Suzuhara Lulu, Debidebi Debiru",Attouteki Sonzaikan,180,1180058
Empty Peperoncino,Hoshifuru Yoru ni,230,1417164
"ChiliChill feat. Duo Duo poi, Yan Ning ccccc",To You on The Other Side,125,1589584
fripSide,Red -reduction division- (Short Ver.),135,10193
Shakira feat. Freshlyground,Waka Waka (This Time For Africa),127,16794
COOL&CREATE,The Fastest Highest Shutter Girl,160,5561
yanaginagi,over and over,183,735969
:) feat. KAFU,Ren'ai Heiki! Lethal Weapon-chan,175,1832014
Kuroneko Dungeon,Ryoushi no Umi no Lindwurm,280,372850
yucat,Mr.Perfect Pain,118,1351191
TAG,Theory of Eternity,160,60562
Kano,"Sayounara, Hanadorobou-san",170,1894841
Ariabl'eyeS,Hanataba o Tsurugi ni,140,1541201
Yu-Peng Chen @HOYO-MiX,Qilin's Prance,154,1365911
Ochiai Yurika,Koibumi2000,200,10539
onumi,NOSTALGIA,170,952393
Loos,Koi Yomi Zakura (Full Ver.),168,12416
The Offspring,Hit That,131.92,2307
Uesaka Sumire,Happy End Princess,174,2079279
B-Komachi Ai (CV: Takahashi Rie),HEART's KISS -Ai Solo Ver.-,178,2046526
Harumaki Gohan x NILFRUITS feat. Hatsune Miku & v flower,Unmei,180,1662031
NewJeans,Zero (Cut Ver.),172,1968652
Maeda Jun x yanaginagi,Kimi to Iu Shinwa (TV Size),176,1271182
Saki: Achiga-hen Cast,SquarePanicSerenade,179,2144737
"Ichinose Go, Adachi Minako",Cycling,137.44,1905176
Chroma,WANWAN SONG,130,2104509
Aqours,HAPPY PARTY TRAIN,170,676193
=NeutraL=,Saotome no Yuugi Soshite Ryuugi,130,11183
Solange feat. Destiny's Child,The Proud Family (TV Size),99,1239161
Suara,Kimi Dake no Tabiji,127,1918139
"Haruka Sora, Kotorii Yuuka, Kamishiro Misaki, Kiritani Hana",Noraneko Heart,162,2069280
Taylor Swift,I Knew You Were Trouble (Taylor's Version),154,2033584
PENGUIN RESEARCH,KIRIFUDA,195,1193081
DIALOGUE+,Deneb to Spica (TV Size),180,1857924
Counting Crows,Accidentally In Love,138.06,21752
MAXIMUM THE HORMONE,Zetsubou Billy (TV Size),180,1040265
D-Tune Vs. Sunics,The Time,143,3149
Airi Miyakawa,Ao Raid,205,2239344
Primary,Brand-new color!!,160,1486843
seleP,ELLIE,128,1954509
Harano Oni,"""""",90,2079229
Yellow Zebra,Color Girl,140,12684
Raven's Jig,Neige Immaculee,120,1070288
Triad Primus,Trinity Field (Game Ver.),185,1752101
Emilia (CV: Setsunan),Unfinished START,180,1941061
Le Malin (CV: Shiraishi Haruka),Inori no Uta,60,1803357
Koji Kondo,Gerudo Valley Theme Song,120,4619
Mili,sustain++;,126,1190357
lasah,GHOST OF LORELEY,180,486177
OxT,HOLLOW HUNGER (TV Size),160,2178351
